book_id;book_name;author;edition_year;age_restriction;number_pages;genre;link;annotation
p6042631;История русского военного искусства;Алексей Байов;2021; 12+ ;800;История войн;https://book24.ru/product/istoriya-russkogo-voennogo-iskusstva-6042631/;
p5967575;Или - или;Серен Кьеркегор;2021; 16+ ;416;Западная философия;https://book24.ru/product/ili-ili-5967575/;
p5963269;Тайны призраков;Сара Пэйнтер;2021; 16+ ;384;Зарубежная сентиментальная проза;https://book24.ru/product/tayny-prizrakov-5963269/;
p6033982;Паша Техник 2;Владислав Погадаев;2021; 18+ ;164;Комиксы;https://book24.ru/product/pasha-tekhnik-2-6033982/;Сиквел нашумевшего комикса, который стал ещё масштабнее и безумнее! Жизнь Пашка как чёрно-коричневая зебра. Неурядицы, проблемы и беды - вечные спутники незадачливого парня в маске. На этот раз уставший от геройства Паша столкнётся с угрозой посерьёзнее вооруженной шпаны. Сможет ли он перехитрить нового могущественного врага? Сможет ли угомонить своих демонов? СМОЖЕТ ЛИ ОН ВООБЩЕ ХОТЬ ЧТО-ТО?
p6029153;Ловушка для светлой леди;Делия Росси;2021; 18+ ;384;Историческое фэнтези;https://book24.ru/product/lovushka-dlya-svetloy-ledi-6029153/;
p5964987;Змеиная школа. Первое испытание;Анна Одувалова;2021; 16+ ;320;Магические академии;https://book24.ru/product/zmeinaya-shkola-pervoe-ispytanie-5964987/;
p5967288;Шах и мат;Анастасия Шец;2021; 18+ ;304;Русская сентиментальная проза;https://book24.ru/product/shakh-i-mat-5967288/;
p5969834;Я строю выкройку. Рукава. Конструирование и моделирование любых фасонов;Тереза Жилевска;2021; 12+ ;144;Кройка и шитье;https://book24.ru/product/ya-stroyu-vykroyku-rukava-konstruirovanie-i-modelirovanie-lyubykh-fasonov-5969834/;Новый подробный практический курс знаменитого французского педагога и практика конструирования и шитья Терезы Жилевска, чьи книги выходят во Франции огромными тиражами и переведены на семь языков мира, ориентирован на начинающих дизайнеров одежды и любителей шитья, желающих научиться самостоятельно создавать собственные модели.  Эта книга посвящена очень важной и многообразной детали модных плечевых изделий - конструированию и моделированию рукавов. В первой части книги доступно и подробно описываются основы снятия мерок и построения базовой выкройки рукава. Во второй части вы найдете различные способы преобразования базовой выкройки для создания любых, даже самых сложных,  фасонов. Курс Терезы Жилевска учит с легкостью преодолевать самую главную трудность для каждой швеи. Не так сложно овладеть всеми основными методами конструирования и моделирования, как подобрать подходящий метод в каждом отдельном случае, чтобы получить идеальный результат.  Чтобы помочь вам приобрести этот уникальный навык, автор строит все свои обьяснения и инструкции на конкретных фасонах, подробно анализируя каждую модель, чтобы определить, какую технику моделирования использовать в каждом конкретном случае. Эти уникальные навыки и умения делают курс Терезы Жилевска незаменимым пособием для обучения специалистов моды.
p5969279;Слушай как художник. Творческая и личная трансформация за 6 недель;Джулия Кэмерон;2021; 16+ ;256;Саморазвитие и личностный рост;https://book24.ru/product/slushay-kak-khudozhnik-tvorcheskaya-i-lichnaya-transformatsiya-za-6-nedel-5969279/;Джулия Кэмерон – автор сорока книг, в их числе такие мировые бестселлеры как "Путь художника", "Долгие прогулки", "Поиск источника". На вопрос: "Как у вас это получается?", она отвечает, что умеет слушать. Автор уверена: мы можем открыть в себе невероятные возможности, если усовершенствуем способность слушать. При этом совсем не важно, в чем вы хотите преуспеть: в издании книг, написании пьес, открытии картинных галерей или создании нового дизайна интерьера дома. С помощью авторской методики любой желающий за 6 недель сможет:  • научиться слушать интуицию  • сделать приятнее звуковую среду вокруг себя  • стать хорошим слушателем и найти друзей по духу   • перестать бояться тишины и находить в ней озарения
p6046406;Бытие и сознание;Сергей Рубинштейн;2021; 16+ ;400;Общая психология;https://book24.ru/product/bytie-i-soznanie-6046406/;
p5934160;Ледяные волки;Эми Кауфман;2021; 12+ ;352;Зарубежная фантастика;https://book24.ru/product/ledyanye-volki-5934160/;
p5968075;Птица;Анна Аркатова;2021; 18+ ;224;Современная русская проза;https://book24.ru/product/ptitsa-5968075/;В сборник "Птица" популярного поэта Анны Аркатовой вошли рассказы реалистичные, жизненные и близкие современному читателю. У каждого из персонажей – будь то подруги, родственники, одноклассники автора или просто знакомые – своя, особенная судьба, которая далеко не всегда развивается "по сценарию". Жизнь полна неожиданных поворотов, надежд и разочарований, бытовых трудностей и маленьких радостей. Но через ткань быта просвечивает солнечная основа существования – ведь проза Аркатовой насквозь поэтична, избегает мрачной тяжести, безнадежности и духоты. Напротив, в ней много воздуха и разомкнутого пространства: местом действия оказываются и современная Москва, и Рига из советского прошлого, и неповторимые европейские города. Под проницательным взглядом автора герои могут вступать в отношения, удивляться, переживать, путешествовать или просто помечтать вместе с читателем о маленькой итальянской ферме с живописными виноградниками или о "звенящем безвременье над кардиограммой швейцарских Альп".
p5970633;Третья тайна;Кендра Эллиот;2021; 16+ ;352;Зарубежные детективы;https://book24.ru/product/tretya-tayna-5970633/;Что может быть страшнее и бесчеловечнее ритуальных убийств? Или они не ритуальные?.. 	У агента ФБР Мерси Килпатрик есть свое тайное убежище – небольшой домик в глуши орегонских лесов. Здесь она может побыть самой собой и отдохнуть от людей и работы. Но однажды, холодной зимней ночью, ее уединение разлетается в пыль. На подъезде к своему убежищу Мерси встречает маленькую девочку, выбежавшую из чащи. Та просит помощи – ее бабушка истекает кровью. Мерси бежит вместе с ней через лес, и там, в хижине среди деревьев, обнаруживает старушку, изрезанную ножом. Умирающая шепчет заклинания на непонятном языке. Мерси вспоминает – эту женщину все в округе называли ведьмой…
p5934332;Антигистаминная диета. Едим правильно - прощаемся навсегда с мигренями, экземами, головокружениями и аллергиями;Кэмпбелл Бекки;2021; 12+ ;192;Раздельное питание;https://book24.ru/product/antigistaminnaya-dieta-edim-pravilno-proshchaemsya-navsegda-s-migrenyami-ekzemami-golovokruzheniyami-5934332/;
p6041381;Римский орел. Орел-завоеватель;Саймон Скэрроу;2021; 16+ ;736;Историческая проза;https://book24.ru/product/rimskiy-orel-orel-zavoevatel-6041381/;
p5934477;Про девочку Веру и обезьянку Анфису;Эдуард Успенский;2021; 6+ ;144;Сказки русских писателей;https://book24.ru/product/pro-devochku-veru-i-obezyanku-anfisu-5934477/;
p6042617;Хулиномика. Home edition: толще, длиннее, эффективнее;Алексей Марков;2021; 16+ ;576;История экономики;https://book24.ru/product/khulinomika-home-edition-tolshche-dlinnee-effektivnee-6042617/;
p6047462;Огрики и жабечательный Новый год; Дитль Эрхард ;2021; 6+ ;56;Сказки зарубежных писателей;https://book24.ru/product/ogriki-i-zhabechatelnyy-novyy-god-6047462/;
p6008965;Теплые и холодные компрессы лечат;Дмитрий Макунин;2021; 12+ ;224;Народная медицина;https://book24.ru/product/teplye-i-kholodnye-kompressy-lechat-6008965/;Что делать, когда болят мышцы, прихватило спину и ноют суставы? Как помочь себе при ожогах, ушибах и растяжениях? "Холодные" и "горячие" лекарства собственного приготовления помогут облегчить боль и восстановить поврежденные ткани, чтобы "дотянуть" до визита ко врачу. Но это еще не все. Холодные и горячие компрессы также помогают при обширных заболеваниях и простудах, и даже – для улучшения вашего внешнего вида. При верном использовании крио- и теплолечение способны улучшить внешность и сохранить здоровье!
p6013592;Здравствуй, малыш! Как прожить четвертый триместр без забот и волнений;Елена Березовская;2021; 16+ ;320;Здоровье детей;https://book24.ru/product/zdravstvuy-malysh-kak-prozhit-chetvertyy-trimestr-bez-zabot-i-volneniy-6013592/;Ничто так не ранит  родившую женщину, как вскользь брошенная фраза: "Ты плохая мать, ты не умеешь то-то и то-то". Отсутствие нужных знаний, навязываемое чувство вины, гормональная буря, возникающая в организме по окончании беременности – все это может привести к печальным последствиям. Чтобы предотвратить их, авторитетный врач акушер-гинеколог, написала книгу, в которой заранее ответила, пожалуй, на все вопросы, которые могут возникнуть у молодой мамы в четвертом триместре – послеродовом периоде. Какие осложнения встречаются после беременности и родов и как их предотвратить? Когда следует делать назначенные обследования, а когда можно (и нужно) от них отказаться? Как правильно кормить малыша и какие сложности могут возникнуть у кормящей женщины? Что следует делать, чтобы побыстрее прийти в "добеременную" форму? Как вовремя распознать проблемы у ребенка?  Об этом и многом другом вы узнаете из новой книги Елены Петровны Березовской. Внимание! Перед совершением любых рекомендуемых действий обязательно проконсультируйтесь со специалистом.
p6008489;Мозг может все. Простые тренировки для развития интеллекта;Антон Могучий;2021; 12+ ;288;Популярная психология;https://book24.ru/product/mozg-mozhet-vse-prostye-trenirovki-dlya-razvitiya-intellekta-6008489/;Ваш мозг — живая, самообучающаяся и постоянно развивающаяся система. Клетки мозга способны к изменениям и нуждаются в нагрузке и тренировках не меньше, чем ваше тело. Для этих тренировок не нужно специальное оборудование — потребуется лишь ваше желание и пять минут времени ежедневно. В современном мире выигрывает тот, кто постоянно развивает свой мозг, ежедневными тренировками старается максимально раскрыть его потенциал, ведь от уровня развития интеллекта зависит то, насколько полноценной и насыщенной будет ваша жизнь. Используйте приведенные в этой книге тренажеры по методикам Келли и Шульте, дополненные упражнениями для развития интеллекта, памяти, внимания, воображения и интуиции, и результаты не заставят себя ждать!
p6008726;Людмила Чурсина. Путь к себе;Наталья Старосельская;2021; 12+ ;320;Деятели культуры и искусства;https://book24.ru/product/lyudmila-chursina-put-k-sebe-6008726/;
p6016005;Алгоритмы. Теория и практическое применение. 2-е издание;Род Стивенс;2021; 12+ ;544;Программирование;https://book24.ru/product/algoritmy-teoriya-i-prakticheskoe-primenenie-2-e-izdanie-6016005/;Алгоритмы – это рецепты, которые делают возможным эффективное программирование. Их изучение позволяет усвоить общие подходы к решению задач и накапливать полезные методики для их решения. В этой книге представлено множество классических алгоритмов, вы узнаете, где они применяются и как их анализировать, чтобы понять их поведение. Эта книга может быть полезной не только в вашей текущей профессиональной деятельности, но и может помочь вам получить новую работу.
p665980;Искусство управления переменами. Том 1. Знаки Книги Перемен 1-30. Составитель Ли Гуанди;Бронислав Виногродский;2016; 16+ ;864;Эзотерические знания;https://book24.ru/product/iskusstvo-upravleniya-peremenami-tom-1-znaki-knigi-peremen-1-30-sostavitel-li-guandi-665980/;
p5971417;Калипсо;Ингар Йонсруд;2021; 18+ ;512;Триллеры;https://book24.ru/product/kalipso-5971417/;На вилле в пригороде Осло найдено тело мужчины. Согласно экспертизе, останки принадлежат человеку, который погиб двадцать лет назад в ходе военной операции, а владелица особняка, старая вдова, бесследно исчезла.  Вскоре после этого на другом конце города обнаружен второй труп. На теле неизвестного следы жестоких пыток. Главный инспектор Фредрик Бейер  уверен, что эти убийства связаны, но кто-то настойчиво пытается  помешать ходу расследованя  и путает карты. Детектив вновь вынужден искать улики не только в настоящем, но и в прошлом. Бейер не сомневается, что они идут по следу преступника, которому больше нечего терять, а значит, он пойдет на все, чтобы утолить свою жажду мести. "Калипсо" Ингара Йонсруда -- это виртуозное исследование тайн человеческой души, массового сознания и философии истории.
p5993626;Большой лунный календарь на 2022 год: все о каждом лунном дне;Татьяна Борщ;2021; 12+ ;224;Календари 2022;https://book24.ru/product/bolshoy-lunnyy-kalendar-na-2022-god-vse-o-kazhdom-lunnom-dne-5993626/;Календарь содержит самую полную информацию о каждом лунном дне, рекомендации для всех сфер деятельности, советы и подсказки, как использовать силу Луны себе во благо. Татьяна Борщ отвечает на волнующие нас вопросы, используя свои знания в астрологии. Анализируя расположение звезд, фазы Луны и особенности знаков Зодиака, она с уверенностью делится с нами своими советами. Как успешно завершить день? Как добиться повышения зарплаты? Пойти ли на свидание? Стоит ли начинать сидеть на диете с понедельника? Ответы на эти и многие другие вопросы вы найдете в этой книге! Особенность календаря заключается в том, что в нем можно оставлять пометки, ориентироваться в отдельно взятом дне каждого месяца.
p6013626;К солнцу за горизонт;Чинён Чхве;2021; 18+ ;224;Современная зарубежная проза;https://book24.ru/product/k-solntsu-za-gorizont-6013626/;Можем ли мы оставаться людьми в мире, ввергнутом пандемией в апокалиптический хаос?  Когда мир рушится, привычное положение в обществе, стереотипы, мнение окружающих, финансовый достаток – ничто из этого не поможет выжить, не поможет сохранить человечность. Три молодые женщины в разное время начинают свой путь из Южной Кореи в поисках безопасного места. Пробираясь по заснеженным бескрайним просторам России, они сталкиваются с мародерами, убийцами, фанатиками, безжалостной стихией и собственным одиночеством. Каждая из них находит спасение в любви в разных её ипостасях – в любви к сыну, к супругу, к сестре. Когда их пути пересекутся, они узнают друг в друге человека. Того, что сохранила любовь, невзирая на рухнувший мир, принесший за собой ужас и лишения.  Через холодную зиму любовь ведет их туда, где садится солнце, за горизонт.  "К солнцу за горизонт" — роман южнокорейской писательницы Чхве Чинён, получившей премии "Сильчхон мунхак" и "Хангёре мунхаксан". Чхве Чинён автор романов "Имя девушки, скользнувшей мимо тебя", "Бесконечная песня", "Почему я не умерла", "Доказательство дружбы", а также сборника рассказов "Юла".
p6029354;Московит. Игра на выживание;Антон Скрипец;2021; 16+ ;352;Героическая фантастика;https://book24.ru/product/moskovit-igra-na-vyzhivanie-6029354/;
p5997092;"Подлинные имена" и выход за пределы киберпространства;Вернор Виндж;2021; 16+ ;256;Научная фантастика;https://book24.ru/product/podlinnye-imena-i-vykhod-za-predely-kiberprostranstva-5997092/;
p6009122;Опасный спорт;Марина Серова;2021; 16+ ;320;Современные детективы;https://book24.ru/product/opasnyy-sport-6009122/;
p5991027;Скандал в академии магии. Интервью с ректором;Екатерина Верхова;2021; 16+ ;320;Магические академии;https://book24.ru/product/skandal-v-akademii-magii-intervyu-s-rektorom-5991027/;
p6029308;Энциклопедия мифов К-Я;Макс Фрай;2021; 18+ ;384;Городское фэнтези;https://book24.ru/product/entsiklopediya-mifov-k-ya-6029308/;Эта книга была придумана 1 ноября 1995 года, в тот самый день, когда автор "Лабиринтов Ехо" создал новый документ в текстовом редакторе и написал: "Никогда не знаешь, где тебе повезет" – фразу, с которой начинается длинная сага о приключениях сэра Макса.  Ну, то есть на самом деле не "придумана",  а просто возникла перед внутренним взором автора - вся, целиком. А потом снова исчезла практически без следа, как это часто случается с внезапными озарениями. Но время от времени автору удавалось что-то вспомнить и записать. Эти записи неоднократно гибли под развалинами уничтоженных черновиков, но с завидным упорством возвращались к жизни, преследуя автора во сне и наяву, а чаще всего – на заболоченных перекрестках между дремотой и бодрствованием. В конце концов книга победила авторскую неспособность ее написать. И теперь она есть. Эта книга содержит не слишком внятный, зато предельно честный ответ на вопрос "Кто такой Макс Фрай?".  И множество новых вопросов, ответы на которые автор и сам хотел бы получить.
p5993316;Оранжевое вино;Наталья Андреева;2021; 16+ ;320;Современные детективы;https://book24.ru/product/oranzhevoe-vino-5993316/;
p6028633;Семь футов под килькой;Елена Логунова;2021; 16+ ;320;Иронические детективы;https://book24.ru/product/sem-futov-pod-kilkoy-6028633/;
p6013847;Испорченные сказания. Том 2. Бремя раздора;Ксен Крас;2021; 16+ ;512;Боевое фэнтези;https://book24.ru/product/isporchennye-skazaniya-tom-2-bremya-razdora-6013847/;
p6026521;Третий сын. Выжить вопреки всему;Николай Ярыгин;2021; 16+ ;352;Боевое фэнтези;https://book24.ru/product/tretiy-syn-vyzhit-vopreki-vsemu-6026521/;
p6034530;BTS: в погоне за мечтой. Биография любимых артистов в комиксах;Сынхён Ким;2021; 12+ ;192;Комиксы для детей;https://book24.ru/product/bts-v-pogone-za-mechtoy-biografiya-lyubimykh-artistov-v-komiksakh-6034530/;Комикс о BTS не просто расскажет, но и покажет историю успеха самой известной группы, изменившей мировую поп-сцену! В чем же феномен BTS, и почему их песни любят в разных уголках планеты? Как семерым ребятам удалось стать звездами мирового уровня? Кто такие A.R.M.Y.? Вы узнаете, когда состоялся официальный дебют группы, как ребята работают над своими альбомами, для чего ведут соцсети, какие ценности они стараются продвигать и в чем видят свою миссию. Также в комиксе много дополнительной информации, которая поможет лучше разбираться в музыкальном мире: например, большой раздел о фандом-культуре или чартах Billboard, ставших ключевым моментом в карьере BTS. Это настоящий подарок всем поклонникам BTS!
p6042440;Теория большого срыва. Как похудеть без диет, тренажеров и дожоров. 2 изд., испр. и доп.;Галина Турецкая;2021; 16+ ;136;Диеты;https://book24.ru/product/teoriya-bolshogo-sryva-kak-pokhudet-bez-diet-trenazherov-i-dozhorov-2-izd-ispr-i-dop-6042440/;Галина Турецкая – кандидат психологических наук и член Профессиональной Психотерапевтической Лиги поможет вам разобраться в причинах переедания и лишних килограммов. Более 400 000 людей благодаря мощным психологическим практикам смогли побороть пищевые расстройства и снизить вес без диет и тренажеров. Попробуйте изменить вашу жизнь прямо сейчас, ведь она слишком прекрасна, чтобы тратить ее на диеты и срывы!
p6018093;Дети и Эти-1. Рисунки Н. Воронцова;Григорий Остер;2021; 6+ ;96;Юмор;https://book24.ru/product/deti-i-eti-1-risunki-n-vorontsova-6018093/;
p6020711;Пятая голова Цербера;Джин Вулф;2021; 16+ ;352;Научная фантастика;https://book24.ru/product/pyataya-golova-tserbera-6020711/;Книга Джина Вулфа "Пятая голова Цербера" является признанным шедевром научной фантастики, написанным одним из самых блестящих писателей в этом жанре. Далеко от Земли, две планеты-близнеца, Сент-Анн и Сен- Круа, кружат друг вокруг друга в вечном танце. Говорят, что когда-то здесь жили оборотни, но их раса вымерла, когда пришли люди. Правда один человек верит, что они скрываются и их все еще можно найти… Грандмастер научной фантастики и фэнтези Джин Вулф умело переплетает три причудливые истории, создавая завораживающий узор: душераздирающий рассказ о сыне безумного гения, который обнаруживает отвратительное наследие; мифический поиск молодым аборигеном своей	темной половины; причудливая хроника кошмарного заключения ученого. Подобно замысловатому узлу, узор, наконец, раскрывается, чтобы показать удивительную истину на фоне странного инопланетного ландшафта.
p6017564;Майская ночь, или Утопленница;Николай Гоголь;2021; 18+ ;76;Классическая русская литература;https://book24.ru/product/mayskaya-noch-ili-utoplennitsa-6017564/;Известнейшая повесть Николая Гоголя "Майская ночь, или Утопленница" впервые увидела свет с иллюстрациями лучшего, по мнению Пикассо, русского рисовальщика. Это эксклюзивное коллекционное издание создано специально для тех, кому важна органичность текста и визуального ряда.  Гоголь не случайно был любимым писателем советского художника-авангардиста Анатолия Зверева: ему явно близка гоголевская экспрессия, чувство юмора, любовь к таинственному. Но зверевские иллюстрации "Майской ночи" до сих пор хранились в архивах и частных коллекциях и не были доступны поклонникам.  Почти четыре десятка черно-белых рисунков пером — фирменный почерк мастера, виртуозно владевшего этой техникой и стремившегося запечатлеть все самое важное, страшное и смешное в тексте: и поцелуи влюбленных, и шалости парубков, и черную душу ведьмы, и красоту украинской ночи. Появление этой книги обещает стать одним из ярчайших событий современного искусства.
p6038640;Конец игры с продолжением;Галина Романова;2021; 16+ ;320;Современные детективы;https://book24.ru/product/konets-igry-s-prodolzheniem-6038640/;
p6041860;Любовь и смерть на карантине;Наталья Андреева;2021; 16+ ;320;Современные детективы;https://book24.ru/product/lyubov-i-smert-na-karantine-6041860/;Уже стало понятно, что началась новая эпоха. И жизнь разделилась на до и после. Разделила она и подруг Любу и Людмилу-Апельсинчик разным отношением к ковиду. Будучи на самоизоляции, неугомонная по натуре Людмила, скрытно отправляется гулять в парк. И едва не становится жертвой маньяка. Ее спасает собака, которую хозяин решил выгулять в парке в это позднее время. Друзья решают помочь ей найти нападавшего, тем более что следующей жертве, в отличие от Людмилы, не повезло. Ее истерзанный труп находят утром в этом же парке. Дальше больше… Все в недоумении, что за странный маньяк и причем тут большая черная собака? Похоже именно она, ключ, который открывает тайну серийных убийств.
p6038095;Шпионы у дачи;Дарья Калинина;2021; 16+ ;320;Иронические детективы;https://book24.ru/product/shpiony-u-dachi-6038095/;Сашеньке было безумно скучно на родительской даче, и девушка придумала себе развлечение – шпионить за соседями, узнавая их маленькие и не очень секреты. Оказалось, что практически у каждого из них завалялся скелетик на дачных грядках. А однажды к одним весьма подозрительным соседям кто-то ночью подкинул труп девушки в парике. Сашенька знает всех на ее улице и могла бы рассказать следователю много интересного…
p6029901;Простые чудеса. Новые истории, изменившие жизнь;Павел Астахов;2021; 16+ ;320;Современная русская проза;https://book24.ru/product/prostye-chudesa-novye-istorii-izmenivshie-zhizn-6029901/;
p6040756;Empire V;Виктор Пелевин;2021; 18+ ;416;Современная русская проза;https://book24.ru/product/empire-v-6040756/;
p5968641;Главные мировые дыхательные практики: от дыхательной гимнастики Стрельниковой до Бутейко;Михаил Щетинин;2021; 16+ ;240;Популярная медицина;https://book24.ru/product/glavnye-mirovye-dykhatelnye-praktiki-ot-dykhatelnoy-gimnastiki-strelnikovoy-do-buteyko-5968641/;Вы даже не задумываетесь, как дышите, — правда? Глубоко, поверхностно, прерывисто, учащенно, мягко, жестко? Помните старый анекдот про ежика, который забыл, как дышать, и умер? Мы такого не допустим! В этой книге собраны самые эффективные дыхательные методики, которые даже входят в обязательную программу подготовки космонавтов! А Джон Гриндер — один из основателей НЛП (нейролингвистического программирования) — однажды обнаружил, что после одной из популярных техник дыхания с ним стали случаться озарения! Более того, правильное дыхание способно излечить вас от многих заболеваний — ведь вы уже устали от таблеток? А для этого надо всего лишь прислушаться к советам известных ученых, изложенным в этой книге: Стрельниковой, Бутейко, Фролова, Вилунаса, Гриндера, Грофа. А также взять на вооружение практики йогов. Каждая методика представляет собой специальный комплекс дыхательно-мышечных упражнений не только для профилактики и лечения различных недугов, но и для сохранения молодости.
p5962765;Сказки Филипа Пулмана. Дочь изобретателя фейерверков. Часовой механизм, или Все заведено;Филип Пулман;2021; 12+ ;176;Сказки зарубежных писателей;https://book24.ru/product/skazki-filipa-pulmana-doch-izobretatelya-feyerverkov-chasovoy-mekhanizm-ili-vse-zavedeno-5962765/;Дочь изобретателя фейерверков  История о поиске себя и своей мечты, о дружбе и таланте, о верности себе и своему делу. Сказка, пропитанная ароматами благовоний, специй и дыма. Говорящие слоны, волшебные фейерверки, огненный демон… Часовой механизм, или Все заведено Готическая сказка о человечности, о том, что жизнь есть в каждом предмете, в каждой душе, и каждый человек — создатель  А вот что он создает, зависит от самого человека. Механические сердца, холодные северные земли и колорит маленьких европейских городов…
p6008474;Большой лунный посевной календарь на 2022 год;Татьяна Борщ;2021; 16+ ;24;Календари 2022;https://book24.ru/product/bolshoy-lunnyy-posevnoy-kalendar-na-2022-god-6008474/;С давних пор известно, что лунный свет сильно влияет на эфирные тела растений. Благоприятное расположение спутника на небосклоне может существенно повысить урожайность вашего участка! Большой лунный посевной календарь на 2022 год от народного астролога Татьяны Борщ содержит самую достоверную информацию о расположении Луны и влиянии ее фаз на разные виды культурных растений. Здесь вы найдете советы о том, как правильно организовать работу на приусадебном участке, в саду, в теплице и даже на подоконнике. Календарные сетки – это своего рода справочные таблицы, из которых вы узнаете когда следует сажать и пересаживать, пропалывать, подкармливать, убирать урожай, чтобы сохранить все полезные свойства и улучшить вкусовые качества.
p6045857;Не мой Ромео;Ильза Мэдден-Миллз;2021; 18+ ;416;Зарубежные любовные романы;https://book24.ru/product/ne-moy-romeo-6045857/;День святого Валентина. Свидание вслепую. Пару бокалов джин-тоника. Совместная ночь. На следующее утро оказалось, что Елена провела ночь со знаменитым квотербеком. И ему еще хватило наглости просить ее подписать договор о неразглашении? Да и черт с ним. В графе "Подпись" - Джульетта Капулетти. Пускай этот красавчик помучается, чтобы найти ее. Но Джек Хоук так просто не сдается. Он намерен отыскать свою Джульетту. Правда, отголоски прошлого все еще мешают ему доверять женщинам.  Будет ли у этой истории счастливый конец или шекспировская трагедия разыграется вновь?
p5968742;Обед с призраком (выпуск 2);Элли Гриффитс;2021; 12+ ;256;Детские детективы;https://book24.ru/product/obed-s-prizrakom-vypusk-2-5968742/;Неугомонная девочка по имени Справедливость возвращается в Хайберри-Хаус на весенний семестр. А там, где она, там и новая тайна!  Джастис получает от учителей ответственное задание – навещать раз в неделю пожилого слепого дедушку мистера Артура в домике у моря. Сначала эта идея не вызывает у Джастис особенного восторга. Но очень быстро девочка находит общий язык со стариком. Мистер Артур рассказывает Джастис интересные истории, она читает ему газету с последними новостями, а его прекрасная служанка миссис Кент угощает её вкусными пирогами. И всё бы хорошо, но утром за завтраком Джастис узнаёт, что ночью мистера Артура застрелили. Кому понадобилось его убивать? А главное - зачем? И как с этим всем связаны рассказы служанки Дороти о призраках?!
p5960703;Фотофиниш; Свет гаснет;Найо Марш;2021; 16+ ;576;Зарубежные детективы;https://book24.ru/product/fotofinish-svet-gasnet-5960703/;
