book_id;book_name;author;edition_year;age_restriction;number_pages;genre;link;annotation
p5962892;Футурама покоряет вселенную;Мэтт Грейнинг;2021; 16+ ;128;Комиксы;https://book24.ru/product/futurama-pokoryaet-vselennuyu-5962892/;
p6041308;Ночь майора Виноградова;Филатов Никита Александрович;2021; 18+ ;280;Полицейские детективы;https://book24.ru/product/noch-mayora-vinogradova-6041308/;
p6030807;Клиент всегда доволен. Как управлять ожиданиями, опытом и памятью клиентов;Крис Даффи;2021; 12+ ;368;Работа с клиентами;https://book24.ru/product/klient-vsegda-dovolen-kak-upravlyat-ozhidaniyami-opytom-i-pamyatyu-klientov-6030807/;
p6041291;Каратели. Радость ножа, или Жизнеописания гипербореев;Алесь Адамович;2021; 16+ ;368;Военные боевики;https://book24.ru/product/karateli-radost-nozha-ili-zhizneopisaniya-giperboreev-6041291/;
p6036707;Человек с фасеточными глазами;У Мин-и;2021; 16+ ;288;Современная зарубежная проза;https://book24.ru/product/chelovek-s-fasetochnymi-glazami-6036707/;
p6037981;Майкл Джей Фокс. Лучше, чем будущее. Рассуждения оптимиста о смерти. Автобиография;Майкл Джей Фокс;2021; 16+ ;304;Биографии. Мемуары;https://book24.ru/product/maykl-dzhey-foks-luchshe-chem-budushchee-rassuzhdeniya-optimista-o-smerti-avtobiografiya-6037981/;
p6041306;Последнее дело адвоката Виноградова;Филатов Никита Александрович;2021; 18+ ;368;Полицейские детективы;https://book24.ru/product/poslednee-delo-advokata-vinogradova-6041306/;
p5964081;Мститель. Лето надежд;Валерий Шмаев;2021; 16+ ;352;Боевая фантастика;https://book24.ru/product/mstitel-leto-nadezhd-5964081/;
p6043262;Праздничные рецепты из Страны чудес, Изумрудного города и других литературных миров; Элисон Уолш ;2021; 16+ ;256;Кулинарные рецепты;https://book24.ru/product/prazdnichnye-retsepty-iz-strany-chudes-izumrudnogo-goroda-i-drugikh-literaturnykh-mirov-6043262/;
p6039273;Стекло;Тим Скоренко;2021; 16+ ;384;Интеллектуальная проза;https://book24.ru/product/steklo-6039273/;
p6041163;Одиночка;Ерофей Трофимов;2021; 16+ ;352;Боевая фантастика;https://book24.ru/product/odinochka-6041163/;
p6041158;Что не стоит делать невидимке;Росс Уэлфорд;2021; 6+ ;416;Фантастика и фэнтези;https://book24.ru/product/chto-ne-stoit-delat-nevidimke-6041158/;
p6040835;Холодный огонь;Александра Торн;2021; 16+ ;448;Русские детективы;https://book24.ru/product/kholodnyy-ogon-6040835/;
p6041289;Принц темных улиц;Рэй Анна;2021; 16+ ;464;Городское фэнтези;https://book24.ru/product/prints-temnykh-ulits-6041289/;
p6039729;Пылающий берег;Уилбур Смит;2021; 16+ ;544;Современная зарубежная проза;https://book24.ru/product/pylayushchiy-bereg-6039729/;
p5934275;Серый Человек;Марк Грэни;2021; 16+ ;416;Детективная фантастика;https://book24.ru/product/seryy-chelovek-5934275/;
p5966817;Творческий курс по рисованию. K-pop: как нарисовать своего айдола;Юн Джин Хо;2021; 12+ ;128;Рисование;https://book24.ru/product/tvorcheskiy-kurs-po-risovaniyu-k-pop-kak-narisovat-svoego-aydola-5966817/;Корейская культура захватывает все больше и больше людей. "Творческий курс по рисованию. K-pop: как нарисовать своего айдола" поможет фанатам стать ближе к своим кумирам. Вы научитесь запечатлевать своих любимых певцов и певиц. И для этого вам потребуется совсем немного времени, карандаш и ластик. Даже если вам кажется, что вы не умеете рисовать, этот скетчкурс поможет вам навсегда расстаться с этим заблуждением! Рисовать может каждый, нужно лишь немного терпения и практики.  Каждый рисунок разложен на 4 шага - так у вас не возникнет страха перед чистым листом, а портреты айдолов будут пропорциональными. Ведь кто знает, может именно у вас появится возможность лично вручить портрет своему кумиру !
p6041294;Предательства;Коллинз Бриджет;2021; 16+ ;528;Зарубежное фэнтези;https://book24.ru/product/predatelstva-6041294/;
p5927233;The Wes Anderson Collection. Беседы с Уэсом Андерсоном о его фильмах. От «Бутылочной ракеты» до «Королевства полной луны»;Мэтт Золлер Сайтц;2021; 16+ ;240;Кино;https://book24.ru/product/the-wes-anderson-collection-besedy-s-uesom-andersonom-o-ego-filmakh-ot-butylochnoy-rakety-do-korolev-5927233/;Мир такой большой, такой сложный, такой насыщенный чудесами и сюрпризами, что проходят годы, прежде чем большинство людей начинает замечать, что он еще и безнадежно сломан. Этот период познания мы называем "детством". Фильмы Уэса Андерсона, со своими декорациями, операторской работой, стоп-кадрами, картами и моделями, с готовностью и даже нетерпением уступают "миниатюрному" качеству миров, которые он создает. И все же эти миры охватывают континенты и десятилетия. "Бутылочная ракета", "Академия Рашмор", "Семейка Тененбаум", "Водная Жизнь", "Поезд на Дарджилинг", "Бесподобный мистер Фокс", "Королевство полной луны" – в каждом из этих фильмов есть преступления, прелюбодеяния, жестокость, убийства, смерти родителей и детей, моменты искренней радости и трансцендентности. И именно этот удивительный баланс между комедией и трагедией так любят поклонники Уэса Андерсона. Эта книга – очень личная, но по-прежнему рассказывает о сути стиля Андерсона. Ее можно назвать долгой беседой журналиста и режиссера, которые достаточно хорошо знают друг друга. Беседа движется по карьере Уэса от фильма к фильму. И хотя он делится историями о забавных случаях, – особенно в главах о "Бутылочной ракете" и "Поезде на Дарджилинг" – акцент всегда делается именно на работе. Отчасти оттого, что Уэс Андерсон – очень закрытый человек, но в основном это следствие того, как работает его сознание. Все беседы режиссера с автором – о кино, музыке, литературе, искусстве, связи между творчеством и критикой и другими темами, связанными с работой. А время от времени Сайтц озвучивает Уэсу одну из своих любимых теорий относительно его творчества, чтобы услышать, что он думает. И это как ничто другое позволяет понять, что каждая деталь в фильмах Уэса Андерсона является частью великого замысла. Уэсу всегда удавалось показывать, как вещи описывают и определяют индивидуальности. Эта книга была задумана с таким же подходом. Это путешествие по сознанию художника с самим художником в качестве проводника и дружелюбного компаньона.
p6039733;Физиология вкуса;Брийя-Саварен Жан Антельм;2021; 16+ ;480;Кулинария. Разное;https://book24.ru/product/fiziologiya-vkusa-6039733/;
p5959778;Гравити Фолз. Графический роман. Вып. 6;Алекс Хирш;2021; 12+ ;160;Комиксы для детей;https://book24.ru/product/graviti-folz-graficheskiy-roman-vyp-6-5959778/;Графический роман "Гравити Фолз" - красочный и очень смешной способ еще раз вспомнить любимый сериал. Книга не оставит равнодушным ни одного фаната "Гравити". В сборник вошли два комикса по сюжетам 17 и 18 серий популярного анимационного сериала.
p6016037;Любимая женщина трубочиста;Наталия Антонова;2021; 16+ ;320;Современные детективы;https://book24.ru/product/lyubimaya-zhenshchina-trubochista-6016037/;К владелице детективного агентства "Шведское варенье" Андриане Карлсоновне обратилась Альбина Пронина с просьбой установить, кто убил ее брата Семена. Хозяина магазина сантехники нашли мертвым в озере, а в его квартире обнаружили следы торопливого и небрежного обыска. Кому же могла быть выгодна смерть Семена?
p5930189;Болит спина: что делать. Система «Живая осанка»;И. Борщенко;2021; 16+ ;224;Народная медицина;https://book24.ru/product/bolit-spina-chto-delat-sistema-zhivaya-osanka-5930189/;Попробуйте в течение пяти минут походить по комнате, чуть наклонившись вбок. Уже через минуту вы почувствуете боль не только в пояснице, но и в шее, позже появится и головная боль. А ведь многие люди подобным образом ходят всю жизнь, не отдавая себе отчета в том, что незначительные изменения осанки могут привести к самым разным хроническим заболеваниям! Головные боли и боли в позвоночнике, вегетососудистая дистония, остеохондроз, грыжи межпозвонковых дисков – вот далеко не полный перечень недугов, вызванных неправильным положением тела. Вывод очевиден: надо исправлять осанку. В этой книге известного специалиста в области лечения заболеваний позвоночника Игоря Борщенко опубликован его уникальный курс постановки осанки в любом возрасте.
p5929818;Письма и дневники;Альбрехт Дюрер;2021; 12+ ;304;Эссе, письма, очерки;https://book24.ru/product/pisma-i-dnevniki-5929818/;Альбрехт Дюрер – один из величайших мастеров западноевропейского Ренессанса, чье творчество повлияло на такие виды искусства как живопись, рисунок, печатная гравю- ра, графика. Многогранного художника современные исследователи справедливо прозвали "северным Леонардо да Винчи". Художественное и научное наследие Дюрера огромно – от живописи до инженерии, а литературное открывает нам увлеченного человека, которо- му небезразличен окружающий мир. В этой книге читатель сможет не только познакомиться с наиболее интересными пись- мами и дневниковыми записями А. Дюрера, но и услышать тех, кто посвятил ему свои ис- следования, стремясь понять уникальную природу его таланта.
p6041363;Моя (не)зависимость;Натализа Кофф;2021; 18+ ;272;Современные любовные романы;https://book24.ru/product/moya-ne-zavisimost-6041363/;
p6019306;Новый секс к пятнице. Секс с мужем как с любовником за 5 дней;Кевин Леман;2021; 18+ ;352;Секс и отношения;https://book24.ru/product/novyy-seks-k-pyatnitse-seks-s-muzhem-kak-s-lyubovnikom-za-5-dney-6019306/;
p5930664;Казачья кровь;Ерофей Трофимов;2021; 16+ ;416;Боевая фантастика;https://book24.ru/product/kazachya-krov-5930664/;
p6045817;Бессердечный граф;Клейпас Лиза;2021; 16+ ;352;Зарубежные любовные романы;https://book24.ru/product/besserdechnyy-graf-6045817/;
p6041322;Проигравший;Стогов И.;2021; 18+ ;320;Современные детективы;https://book24.ru/product/proigravshiy-6041322/;
p6047481;Дикая собака динго, или Повесть о первой любви;Фраерман Рувим Исаевич;2021; 12+ ;608;Романтические книги для подростков;https://book24.ru/product/dikaya-sobaka-dingo-ili-povest-o-pervoy-lyubvi-6047481/;
p6018433;Девушка в зеркале;Роуз Карлайл;2021; 16+ ;384;Зарубежные детективы;https://book24.ru/product/devushka-v-zerkale-6018433/;Доброта – это придурь. 	Айрис Кармайкл усвоила это с самого детства. 	Ее сестра-близняшка Саммер получает от жизни все: идеального мужа Адама, роскошный дом и яхту, любовь и восхищение окружающих. И наследство в сто миллионов долларов по завещанию отца тоже определенно получит "идеальная Саммер". А "лишняя близняшка Айрис" останется у разбитого корыта с неудавшимся браком, рухнувшей карьерой и испепеляющей завистью к сестре. Но ей выпал шанс все переиграть, когда Саммер попросила перегнать их семейную яхту через Индийский океан… 	…От берегов Таиланда отчалила яхта с двумя близняшками на борту. А на Сейшелах Адам встречает только одну убитую горем женщину, утверждающую, что ее сестра погибла в открытом океане. Но кто знает, которая из близняшек действительно мертва…
p6024228;Прекраса. Дар берегини;Елизавета Дворецкая;2021; 16+ ;384;Историческое фэнтези;https://book24.ru/product/prekrasa-dar-beregini-6024228/;Если простая девушка с перевоза внезапно полюбит молодого князя, без помощи высших сил ей не обойтись. Ради любви к Ингеру Прекраса решилась сделать шаг в неведомое — заключила договор с хозяйкой речного брода, берегиней. Дар Прядущих у Воды круто меняет жизнь Прекрасы, а расплата кажется такой далекой... Вместе с Ингером Прекраса отправляется в долгий путь на юг, где Ингер должен занять завещанный ему престол дяди. Однако Киев не рад "княгине с перевоза". У покойного князя Ельга остались дети, и они не жаждут уступить место двум чужакам. Борьба между наследниками Ельга Вещего делается все более непримиримой и опасной.
p5930379;Гнев ангелов;Сидни Шелдон;2021; 16+ ;448;Зарубежные боевики;https://book24.ru/product/gnev-angelov-5930379/;
p6041335;Врата полуночи;Наталья Калинина;2021; 16+ ;240;Ужасы. Мистика;https://book24.ru/product/vrata-polunochi-6041335/;
p6046826;Сталь и серебро. Книга 1;Катерина Полянская;2021; 16+ ;416;Русское фэнтези;https://book24.ru/product/stal-i-serebro-kniga-1-6046826/;
p6030261;Тайное становится явным;Марин Монтгомери;2021; 18+ ;448;Триллеры;https://book24.ru/product/taynoe-stanovitsya-yavnym-6030261/;У Шарлотты Коберн  темное прошлое, хотя теперь она в безопасности, живет в закрытом поселке, под надежной защитой. Но вся ее жизнь меняется, когда во время сильной грозы к ней в двери стучится Элли - одинокий подросток в поисках убежища. Только вот приютившая ее Шарлотта не знает, что Элли специально выбрала ее дверь… Элли все знает о ее секретах, потому что те когда-то разрушили ее жизнь. И теперь настало время, чтобы о них узнали все. Постепенно правда выходит наружу, но теперь уже обе женщины вовлечены в опасную игру, которая заставит вас задуматься: кто же злодей в этой истории?
p5970576;Уникальный курс английского языка. Быстрое и эффективное изучение;Зоя Игнашина;2021; 6+ ;304;Английский язык;https://book24.ru/product/unikalnyy-kurs-angliyskogo-yazyka-bystroe-i-effektivnoe-izuchenie-5970576/;В этом издании представлены все необходимые темы грамматики английского языка. Материал подается в удобной наглядной форме и сопровождается многочисленными примерами. В каждом разделе содержится большое количество упражнений для отработки грамматических навыков. Правильность выполнения этих заданий можно проверить в разделе "Ключи". С этой книгой вы легко освоите английскую грамматику и научитесь применять знания на практике. Книга будет полезна для всех изучающих английский язык, самостоятельно или с преподавателем.
p6047107;Очень странные дела. Правила выживания. Иллюстрированный путеводитель;Мэттью Дж. Гилберт;2021; 16+ ;96;Артбуки;https://book24.ru/product/ochen-strannye-dela-pravila-vyzhivaniya-illyustrirovannyy-putevoditel-6047107/;
p6023620;Времена года. Красная зима;Галина Гончарова;2021; 16+ ;416;Русское фэнтези;https://book24.ru/product/vremena-goda-krasnaya-zima-6023620/;
p6019702;Глядя в бездну;Энтони Дэвид;2021; 16+ ;256;Нейробиология;https://book24.ru/product/glyadya-v-bezdnu-6019702/;Один из ведущих нейропсихиатров мира, Энтони Дэвид рассказывает о самых необычных, странных и загадочных психических расстройствах, с которыми ему пришлось столкнуться за время врачебной практики. И каждый из этих случаев даст фору любому детективу. Например, история Эммы, у которой диагностировали "синдром запертого человека", при котором пациент находится в сознании, но может сказать об этом лишь двигая зрачками – все остальное тело парализовано. Но наблюдающий за пациенткой Дэвид пришел к поразительному выводу: она прилагает неимоверные усилия, чтобы, пусть и невольно, симулировать свое состояние. Но зачем? И главное – как её из него вывести? Или случай с юным Кристофером, у которого всё началось с обычного жара, за которым спустя неделю последовали судороги, потом отнялись ноги, а потом и руки. При этом абсолютно все анализы не показывали вообще никаких отклонений.
p5930885;Немецкий язык вместе с SpeakASAP. Выучи навсегда;Шипилова Елена Геннадьевна;2021; 12+ ;320;Немецкий язык;https://book24.ru/product/nemetskiy-yazyk-vmeste-s-speakasap-vyuchi-navsegda-5930885/;
p6046502;Матрица и философия;Уильям Ирвин;2021; 12+ ;320;Западная философия;https://book24.ru/product/matritsa-i-filosofiya-6046502/;
p6041364;Порочная слабость;Натализа Кофф;2021; 18+ ;264;Современные любовные романы;https://book24.ru/product/porochnaya-slabost-6041364/;
p5933823;Тётя Мотя;Майя Кучерская;2021; 16+ ;512;Современная русская проза;https://book24.ru/product/tyetya-motya-5933823/;
p6041311;Божественная комедия: Рай;Данте Алигьери ;2021; 12+ ;236;Классическая поэзия;https://book24.ru/product/bozhestvennaya-komediya-ray-6041311/;
p5930876;Diablo: Луна Паука;Ричард А. Кнаак;2021; 16+ ;416;Зарубежная фантастика;https://book24.ru/product/diablo-luna-pauka-5930876/;
p6041321;mASIAfacker;Стогов И.;2021; 18+ ;318;Современная русская проза;https://book24.ru/product/masiafacker-6041321/;
p5930188;Расколотое "Я";Рональд Дэвид Лэйнг;2021; 16+ ;288;Психология личности;https://book24.ru/product/raskolotoe-ya-5930188/;
p6047002;Тренажер мозга по методикам СССР. Память, внимание, интеллект;Антон Могучий;2021; 16+ ;288;Саморазвитие и личностный рост;https://book24.ru/product/trenazher-mozga-po-metodikam-sssr-pamyat-vnimanie-intellekt-6047002/;Все мы знаем, что в СССР огромное внимание уделялось развитию, как физическому, так и интеллектуальному. Каждый советский человек начинал свое утро с зарядки, но и не забывал про тренировку мозга. Большой популярностью пользовались специальные упражнения и задачи, разработанные лучшими умами Советского Союза. Цель таких упражнений — тренировка интеллекта, памяти и внимания. В этой книге вы найдете комплексную советскую методику, которая поможет всестороннему укреплению вашего интеллекта. Выполняя задания от простого к сложному, вы с легкостью научитесь обращаться с любым количеством информации, которой так богат наш XXI век, — анализировать ее, запоминать и применять
p6025358;МоLох;Наталья Андреева;2021; 16+ ;320;Современные детективы;https://book24.ru/product/molokh-6025358/;
p6014412;Физика;Светлана Вахнина;2021; 6+ ;192;ОГЭ (ГИА)  Физика;https://book24.ru/product/fizika-6014412/;Издание адресовано учащимся 9 классов для подготовки к ОГЭ по физике и содержит задания, сгруппированные по видам проверяемых  умений и способов действий. Приводится информация о каждом типе задания, разбор примеров, а также задания для самостоятельного выполнения с подробными пояснениями к ответам.  Пособие поможет учащимся научиться выполнять различные типы экзаменационных заданий вне зависимости от их содержания, а также будет полезно учителям и репетиторам при подготовке школьников к экзамену.
p6034619;Бульдог;Константин Калбазов;2021; 16+ ;816;Историческая фантастика;https://book24.ru/product/buldog-6034619/;
p6047480;Я Тигр;Илья Лагутенко;2021; 6+ ;36;Животные;https://book24.ru/product/ya-tigr-6047480/;
p5933607;Девушка А;Эбигейл Дин;2021; 18+ ;512;Современная зарубежная проза;https://book24.ru/product/devushka-a-5933607/;Александра Грейси никогда бы не вспоминала ни о своей семье, ни о детстве, проведенном в Доме Кошмаров, ни о том, как все газеты Великобритании называли ее девочкой А — девочкой, которая сбежала… Но после смерти матери она больше не может прятаться от чудовищного прошлого. Дом, оставленный в наследство всем детям Грейси, Лекс намеревается использовать во благо. Однако, прежде чем вернуться в него, ей предстоит примириться с братьями и сестрами и со своим детством, полным жестокости и мучений. Красивая, невероятно сильная история о спасении, кошмарах и любви.
p6031972;Завтра может не быть;Анна Литвинова;2021; 16+ ;352;Современные детективы;https://book24.ru/product/zavtra-mozhet-ne-byt-6031972/;В результате таинственного эксперимента Варвара Кононова и Алексей Данилов оказываются в 1957 году в СССР. Пользуясь своим знанием будущего, Алексей становится помощником первого секретаря ЦК КПСС Хрущева. Но высокое положение молодой человек занимает недолго. Его рассказы о крахе коммунизма в 90-х доводят Хрущева до исступления. Алексея арестовывают. В то же самое время из будущего прибывает полковник Петренко, который рассказывает Варе страшные вещи: в 2020-ом году в России началась череда эпидемий и катастроф. Перед Петренко стоит задача: переписать историю. А Варя и Данилов вынуждены ему помогать…
p6034252;Спуститься с небес;Михаил Самарский;2021; 16+ ;544;Романтические книги для подростков;https://book24.ru/product/spustitsya-s-nebes-6034252/;
p6034355;Как любить ребенка;Януш Корчак;2021; 16+ ;512;Воспитание детей;https://book24.ru/product/kak-lyubit-rebenka-6034355/;
p6035655;Секрет чароита;Ольга Хусаинова;2021; 16+ ;352;Русское фэнтези;https://book24.ru/product/sekret-charoita-6035655/;
p6027339;Дикость;Кейт Хаск;2021; 18+ ;448;Современная русская проза;https://book24.ru/product/dikost-6027339/;
p5993200;Птичник N 8;Деб Олин Анферт;2021; 16+ ;384;Современная зарубежная проза;https://book24.ru/product/ptichnik-n-8-5993200/;Когда Джейн исполнилось пятнадцать лет, мать сказала, что не было никакого искусственного оплодотворения и, на самом деле, у Джейн есть отец. Отец этот живет в Южной Айове, там же, где забеременевшая мать бросила его, сбежав в Нью-Йорк. Тогда Джейн принимает решение, которое изменит всю её жизнь – она собирает вещи и уезжает в Айову. Здесь окажется, что отец не очень-то счастлив от внезапного воссоединения с дочерью, но когда Джейн соберется уже возвращаться домой, окажется, что эта дверь для неё навсегда закрылась. И она останется в Айове. В бесцветном краю грузовиков, тюрем, пыли и монокультурного земледелия. Она закончит самую скучную в жизни школу, устроится на самую скучную в мире работу и приготовится к самой скучной в мире жизни. Кто бы знал, что должность контролера качества продукции птицефабрики станет спасением и от скуки, и от одиночества.
p6034242;Атлас электрокардиографии. Интерпретация результатов: от простого к сложному;Петр Чомахидзе;2021; 12+ ;128;Кардиология;https://book24.ru/product/atlas-elektrokardiografii-interpretatsiya-rezultatov-ot-prostogo-k-slozhnomu-6034242/;ЭКГ – исторически первый метод инструментальной диагностики болезней сердца, который до сих пор является неотъемлемой частью плана обследования пациентов с самой разной патологией и до сих пор содержит для нас большой объем полезной информации и множество загадок. В книге:  - описание ЭКГ – в чего начать и чем закончить, что бы ничего не забыть. - норма ЭКГ – насколько же она неоднозначна! - патофизиологическая интерпретация Материалы атласа содержат клиническое описание записей из уникального архива ЭКГ Клиники кардиологии Сеченовского Университета.
p6035662;Школа выпечки. Мастер-классы по приготовлению, выпечке и украшению кондитерских изделий от нежных тартов до безупречных пирогов;Джули Джонс;2021; 16+ ;208;Выпечка и десерты;https://book24.ru/product/shkola-vypechki-master-klassy-po-prigotovleniyu-vypechke-i-ukrasheniyu-konditerskikh-izdeliy-ot-nezh-6035662/;Учебник, справочник и книга рецептов – все это красочное издание от известного британского пекаря Джули Джонс. Пошаговые инструкции с множеством фотографий позволяют автору познакомить вас с полным спектром видов выпечки, в том числе веганской и безглютеновой. На первых страницах описываются основные виды теста, а также способы их приготовления и использования. Остальная часть книги посвящена тому, как использовать эти базовые рецепты в качестве отправной точки для приготовления восхитительной выпечки. Книга незаменима для любителей кондитерских изделий, которые хотят повысить свой уровень мастерства, и для начинающих пекарей, которые с самого начала научатся лучшим способам приготовления.
p5928370;Цветы в комнате. Гид по 50 комнатным растениям для начинающих;Хэзер Родино;2021; 12+ ;192;Справочники садовода и огородника;https://book24.ru/product/tsvety-v-komnate-gid-po-50-komnatnym-rasteniyam-dlya-nachinayushchikh-5928370/;Комнатные растения популярны как никогда! Опытный писатель и энтузиаст садоводства Хэзер Родино предлагает простое и понятное, красочно иллюстрированное руководство по уходу за вашим домашним садом. Ее практические советы по борьбе с вредителями и болезнями, устранению проблем и оценке условий выращивания придадут новичкам необходимую уверенность для создания своей собственной коллекции прекрасных растений.  Эта книга - находка для любого начинающего домашнего цветовода!
p6042314;О себе;Кшиштоф Кесьлёвский;2021; 16+ ;816;Биографии. Мемуары;https://book24.ru/product/o-sebe-6042314/;Эта книга – больше чем автобиография одного из самых тонких и значительных современных режиссеров, Кшиштофа Кесьлёвского, получившего всемирную известность благодаря циклам "Три цвета" и "Декалог", фильму "Двойная жизнь Вероники", лауреата "Золотого льва" Венецианского кинофестиваля, "Серебряного медведя" Берлинского кинофестиваля и трижды номинированного на премию "Оскар". Это – настоящее путешествие в самое сердце его творческого мира, ведь, кроме собственно автобиографии "О себе", здесь собраны сценарии, беседы, дневники, статьи, интервью и даже фрагмент дипломной работы. Настоящий подарок не только всем любителям кино, но и тем, кто хочет заглянуть в мастерскую истинного творца и понять, как создается настоящее искусство.
p5934423;Вкус убийства;Анна Малышева;2021; 16+ ;480;Триллеры;https://book24.ru/product/vkus-ubiystva-5934423/;
p5927468;Когда все сказано;Энн Гриффин;2021; 16+ ;288;Зарубежная сентиментальная проза;https://book24.ru/product/kogda-vse-skazano-5927468/;
p6029352;Академия крестных фей;Майя Златогорка;2021; 16+ ;352;Магические академии;https://book24.ru/product/akademiya-krestnykh-fey-6029352/;
p5934203;Как я вам нравлюсь теперь?;Борн Холли;2021; 18+ ;352;Зарубежная сентиментальная проза;https://book24.ru/product/kak-ya-vam-nravlyus-teper-5934203/;
p6035716;Короли цвета, гуру вязания. Вдохновение, идеи, проекты Kaffe Fassett Studio;Брендон Мабли;2021; 12+ ;176;Вязание;https://book24.ru/product/koroli-tsveta-guru-vyazaniya-vdokhnovenie-idei-proekty-kaffe-fassett-studio-6035716/;Первая книга на русском языке от великолепного мастера, короля цвета, единственного дизайнера вязаных изделий, удостоенного персональной экспозиции в музее Виктории и Альберта в Лондоне. Его модели носят и знаменитости, включая Барбару Стрейзанд, и даже особы Королевского двора. В книге вы найдете не только работы самого Каффе Фассета, но и произведения его единомышленника и друга Брендона Мабли. Каждый проект, несмотря на визуальную сложность и эффектность, легко воплотить, следуя подробным пошаговым инструкциям. Мастера даже советуют как подобрать замену предлагаемой ими пряже, если вы не сможете ее найти. 15 потрясающих воображение проектов, потрясающие фотографии, дарящие вдохновение и приглашающие в творческий полет по миру вязаной колористики. Мечта многих вязальщиц сегодня осуществится, корифеи заговорят с ними на родном языке! Невероятный калейдоскоп цвета!
p5927787;«Как живые». Образы «Площади революции»: знакомые и забытые;Лев Симкин;2021; 16+ ;376;Архитектура. Скульптура;https://book24.ru/product/kak-zhivye-obrazy-ploshchadi-revolyutsii-znakomye-i-zabytye-5927787/;Какими они были на самом деле — люди, увековеченные в бронзе на станции метро "Площадь революции"? О них по большей части известны фейки, выдуманные и запущенные в оборот уже в XXI веке. Здесь рассказывается о реальных "моделях" скульптур, а также о прототипах и архетипах, в числе которых "матрос-партизан Железняк" и знаменитый следопыт Карацупа, показанные без пропагандистского глянца. Книга иллюстрирована фотографиями прошлых лет.
p6050913;Малое собрание сочинений/Окуджава Б.;Булат Окуджава;2021; 16+ ;576;Современная поэзия;https://book24.ru/product/maloe-sobranie-sochineniy-okudzhava-b-6050913/;
p5933929;Вентиляция легких;Наталья Андреева;2021; 16+ ;320;Русские детективы;https://book24.ru/product/ventilyatsiya-legkikh-5933929/;Очередное запутанное дело вышедшего наконец в отставку Алексея Леонидова. Загадка на один день – преступника Леонидов вычислил, что называется, не отходя от кассы. Банковской кассы. Решив продать доставшуюся ему в наследство квартиру, Алексей стал участником сложной сделки, в которую, как потом оказалось, затесался мошенник. В результате из банковской ячейки пропали восемь миллионов рублей! Сделка под угрозой, и Леонидов запросто может остаться без денег. Ему надо понять, каким образом эти восемь миллионов испарились, интуиция подсказывает опытному сыщику, что за такие деньги могут и убить! А тут еще коронавирус, среди участников сделки паника… В общем, это преступление могло случиться только в эпоху новой ненормальности.  Детектив из серии "Эра Стрельца", по мотивам которой снят сериал "Психология преступления".
p5929981;Любовь не по сценарию;Нелли Ермолаева;2021; 16+ ;224;Саморазвитие и личностный рост;https://book24.ru/product/lyubov-ne-po-stsenariyu-5929981/;
p6039650;Тени черного волка;Данил Корецкий;2021; 16+ ;320;Шпионские детективы;https://book24.ru/product/teni-chernogo-volka-6039650/;
